utterance,paraphrase,list_of_slots,intent
"Will it be  freezing  on  Jul. 7, 2038  in  Vananda   Alaska ?","Will it be freezing in Vananda Alaska on July 7th, 2038?","['freezing || condition_temperature', 'Jul. 7, 2038 || timeRange', 'Vananda || city', 'Alaska || state']",GetWeather
"Will it be  freezing  on  Jul. 7, 2038  in  Vananda   Alaska ?",Will it freeze in Vananda Alaska on July 7th 2038?,"['freezing || condition_temperature', 'Jul. 7, 2038 || timeRange', 'Vananda || city', 'Alaska || state']",GetWeather
"Will it be  freezing  on  Jul. 7, 2038  in  Vananda   Alaska ?",Will it freeze in Vananda Alaska on 7 July 2038?,"['freezing || condition_temperature', 'Jul. 7, 2038 || timeRange', 'Vananda || city', 'Alaska || state']",GetWeather
"Will it be  freezing  on  Jul. 7, 2038  in  Vananda   Alaska ?","Will it freeze in Vananda, Alaska, on July 7, 2038?","['freezing || condition_temperature', 'Jul. 7, 2038 || timeRange', 'Vananda || city', 'Alaska || state']",GetWeather
"Will it be  freezing  on  Jul. 7, 2038  in  Vananda   Alaska ?","Will it freeze over in Vananda Alaska on July 7, 2038?","['freezing || condition_temperature', 'Jul. 7, 2038 || timeRange', 'Vananda || city', 'Alaska || state']",GetWeather
"Will it be  freezing  on  Jul. 7, 2038  in  Vananda   Alaska ?","Will it freeze on July 7, 2038 in Vananda Alaska?","['freezing || condition_temperature', 'Jul. 7, 2038 || timeRange', 'Vananda || city', 'Alaska || state']",GetWeather
"Will it be  freezing  on  Jul. 7, 2038  in  Vananda   Alaska ?",Will it be freezing in Vananda Alaska on July 7th 2038?,"['freezing || condition_temperature', 'Jul. 7, 2038 || timeRange', 'Vananda || city', 'Alaska || state']",GetWeather
What will the weather be in  Sche-Phoksundo-Nationalpark  on  leif erikson day ?,What will the weather be like in Sche Phoksundo National Park on Leif erikson day?,"['Sche-Phoksundo-Nationalpark || geographic_poi', 'leif erikson day || timeRange']",GetWeather
What will the weather be in  Sche-Phoksundo-Nationalpark  on  leif erikson day ?,What will the weather be like in Sche Phoksundo National Park on leif erikson day?,"['Sche-Phoksundo-Nationalpark || geographic_poi', 'leif erikson day || timeRange']",GetWeather
What will the weather be in  Sche-Phoksundo-Nationalpark  on  leif erikson day ?,What will the weather be like in Sche Phoksundo National Park on Leif erikson Day?,"['Sche-Phoksundo-Nationalpark || geographic_poi', 'leif erikson day || timeRange']",GetWeather
What will the weather be in  Sche-Phoksundo-Nationalpark  on  leif erikson day ?,What will the weather be like in the Sche Phoksundo National Park on Leif erikson day?,"['Sche-Phoksundo-Nationalpark || geographic_poi', 'leif erikson day || timeRange']",GetWeather
What will the weather be in  Sche-Phoksundo-Nationalpark  on  leif erikson day ?,What will the weather be like in the Sche Phoksundo National Park on Leif erikson Day?,"['Sche-Phoksundo-Nationalpark || geographic_poi', 'leif erikson day || timeRange']",GetWeather
What will the weather be in  Sche-Phoksundo-Nationalpark  on  leif erikson day ?,What will the weather be like in the Sche Phoksundo National Park on leif erikson day?,"['Sche-Phoksundo-Nationalpark || geographic_poi', 'leif erikson day || timeRange']",GetWeather
What will the weather be in  Sche-Phoksundo-Nationalpark  on  leif erikson day ?,What is the weather like in the Sche Phoksundo National Park on Leif erikson day?,"['Sche-Phoksundo-Nationalpark || geographic_poi', 'leif erikson day || timeRange']",GetWeather
What will the weather be in  Sche-Phoksundo-Nationalpark  on  leif erikson day ?,What is the weather like in Sche Phoksundo National Park on Leif erikson day?,"['Sche-Phoksundo-Nationalpark || geographic_poi', 'leif erikson day || timeRange']",GetWeather
What will the weather be in  Sche-Phoksundo-Nationalpark  on  leif erikson day ?,What will the weather in the Sche Phoksundo National Park be like on Leif erikson day?,"['Sche-Phoksundo-Nationalpark || geographic_poi', 'leif erikson day || timeRange']",GetWeather
What will the weather be in  Sche-Phoksundo-Nationalpark  on  leif erikson day ?,What will the weather in Sche Phoksundo National Park be like on Leif erikson day?,"['Sche-Phoksundo-Nationalpark || geographic_poi', 'leif erikson day || timeRange']",GetWeather
Is the weather  chilly  in  Pintura,Is the weather cool in Pintura?,"['chilly || condition_temperature', 'Pintura || city']",GetWeather
Is the weather  chilly  in  Pintura,Is the weather in Pintura cool?,"['chilly || condition_temperature', 'Pintura || city']",GetWeather
Is the weather  chilly  in  Pintura,Is the weather chilly in Pintura?,"['chilly || condition_temperature', 'Pintura || city']",GetWeather
Is the weather  chilly  in  Pintura,Is the weather in Pintura chilly?,"['chilly || condition_temperature', 'Pintura || city']",GetWeather
Is the weather  chilly  in  Pintura,Is the weather cold in Pintura?,"['chilly || condition_temperature', 'Pintura || city']",GetWeather
Is the weather  chilly  in  Pintura,Is it cool in Pintura?,"['chilly || condition_temperature', 'Pintura || city']",GetWeather
Is the weather  chilly  in  Pintura,Is the weather cool at Pintura?,"['chilly || condition_temperature', 'Pintura || city']",GetWeather
Is the weather  chilly  in  Pintura,Is the weather in Pintura cold?,"['chilly || condition_temperature', 'Pintura || city']",GetWeather
Is the weather  chilly  in  Pintura,Is the weather cooler in Pintura?,"['chilly || condition_temperature', 'Pintura || city']",GetWeather
Is the weather  chilly  in  Pintura,Is it chilly in Pintura?,"['chilly || condition_temperature', 'Pintura || city']",GetWeather
What's the weather in  Nigeria ?,What is the weather like in Nigeria?,['Nigeria || country'],GetWeather
What's the weather in  Nigeria ?,What's the weather like in Nigeria?,['Nigeria || country'],GetWeather
What's the weather in  Nigeria ?,How is the weather in Nigeria?,['Nigeria || country'],GetWeather
What's the weather in  Nigeria ?,How's the weather in Nigeria?,['Nigeria || country'],GetWeather
What's the weather in  Nigeria ?,What is the weather in Nigeria like?,['Nigeria || country'],GetWeather
What's the weather in  Nigeria ?,What is the weather in Nigeria?,['Nigeria || country'],GetWeather
What's the weather in  Nigeria ?,s the weather like in Nigeria?,['Nigeria || country'],GetWeather
What's the weather in  Nigeria ?,How is the weather like in Nigeria?,['Nigeria || country'],GetWeather
What's the weather in  Nigeria ?,What are the weather like in Nigeria?,['Nigeria || country'],GetWeather
What's the weather in  Nigeria ?,So what's the weather like in Nigeria?,['Nigeria || country'],GetWeather
What is the  overcast  forecast  within the same area  of  Rio Grande Nature Center State Park  for  fifteen o'clock,What's the cloudy forecast in the same area of Rio Grande Nature Center State Park for 3 p.m.,"['overcast || condition_description', 'within the same area || spatial_relation', 'Rio Grande Nature Center State Park || geographic_poi', ""fifteen o'clock || timeRange""]",GetWeather
What is the  overcast  forecast  within the same area  of  Rio Grande Nature Center State Park  for  fifteen o'clock,What's the cloudy forecast in the same area of the Rio Grande Nature Center State Park for 3 p.m.,"['overcast || condition_description', 'within the same area || spatial_relation', 'Rio Grande Nature Center State Park || geographic_poi', ""fifteen o'clock || timeRange""]",GetWeather
What is the  overcast  forecast  within the same area  of  Rio Grande Nature Center State Park  for  fifteen o'clock,What's the cloudy forecast for the same area of the Rio Grande Nature Center State Park for 3 p.m.,"['overcast || condition_description', 'within the same area || spatial_relation', 'Rio Grande Nature Center State Park || geographic_poi', ""fifteen o'clock || timeRange""]",GetWeather
What is the  overcast  forecast  within the same area  of  Rio Grande Nature Center State Park  for  fifteen o'clock,What is the cloudy forecast in the same area of the Rio Grande Nature Center State Park for 3 p.m.,"['overcast || condition_description', 'within the same area || spatial_relation', 'Rio Grande Nature Center State Park || geographic_poi', ""fifteen o'clock || timeRange""]",GetWeather
What is the  overcast  forecast  within the same area  of  Rio Grande Nature Center State Park  for  fifteen o'clock,What's the cloudy forecast for the same area of Rio Grande Nature Center State Park for 3 p.m.,"['overcast || condition_description', 'within the same area || spatial_relation', 'Rio Grande Nature Center State Park || geographic_poi', ""fifteen o'clock || timeRange""]",GetWeather
What is the  overcast  forecast  within the same area  of  Rio Grande Nature Center State Park  for  fifteen o'clock,What is the cloudy forecast in the same area of Rio Grande Nature Center State Park for 3 p.m.,"['overcast || condition_description', 'within the same area || spatial_relation', 'Rio Grande Nature Center State Park || geographic_poi', ""fifteen o'clock || timeRange""]",GetWeather
What is the  overcast  forecast  within the same area  of  Rio Grande Nature Center State Park  for  fifteen o'clock,What is the cloudy forecast for the same area of the Rio Grande Nature Center State Park for 3 p.m.,"['overcast || condition_description', 'within the same area || spatial_relation', 'Rio Grande Nature Center State Park || geographic_poi', ""fifteen o'clock || timeRange""]",GetWeather
What is the  overcast  forecast  within the same area  of  Rio Grande Nature Center State Park  for  fifteen o'clock,What's the cloudy forecast for the same area of the Rio Grande Nature Center State Park at 3 p.m.,"['overcast || condition_description', 'within the same area || spatial_relation', 'Rio Grande Nature Center State Park || geographic_poi', ""fifteen o'clock || timeRange""]",GetWeather
What is the  overcast  forecast  within the same area  of  Rio Grande Nature Center State Park  for  fifteen o'clock,What is the cloudy forecast for the same area of Rio Grande Nature Center State Park for 3 p.m.,"['overcast || condition_description', 'within the same area || spatial_relation', 'Rio Grande Nature Center State Park || geographic_poi', ""fifteen o'clock || timeRange""]",GetWeather
